nom,commune,code_postal,gestionnaire,adresse_l1,telephone,email,site_web,sous_categories,habitat_type,eligibilite_avp,presentation,departement,source,date_extraction,public_cible
Maison partagée Mairieux,Mairieux,59600,Ages & Vie,6 ROUTE DE MONS,0801 07 08 09,,https://agesetvie.com/maisons-partagees/hauts-de-france/nord-59/mairieux-59600/maisons-partagees-mairieux,Colocation avec services,habitat_partage,non_eligible,"Maison partagée Mairieux est une colocation avec services située à Mairieux, dans le département du Nord. Cette maison partagée est gérée par l'établissement Maison partagée Mairieux. La Maison partagée Mairieux accueille les seniors en perte d'autonomie, offrant un environnement convivial et sécurisé. L'établissement propose une présence d'une équipe d'auxiliaires de vie 7 jours sur 7, qui accompagne les résidents dans les gestes du quotidien devenus difficiles, tels que l'aide au lever, au coucher, à la toilette, ainsi que la préparation de repas faits maison et l'entretien du linge.",Nord (59),https://agesetvie.com/maisons-partagees/hauts-de-france/nord-59,2026-01-15,personnes_agees
Maison partagée Masny,Masny,59171,Ages & Vie,,,,https://www.squarehabitat.fr/annonces/location/bien/appartement/immobilier/hauts-de-france/nord/erre-59171,Colocation avec services,habitat_partage,non_eligible,"Maison partagée Masny est une colocation située à Masny (59171) dans le département du Nord. Cette résidence propose un environnement convivial et sécurisé pour les locataires. Géré par l'établissement Maison partagée Masny, ce logement est conçu pour accueillir des personnes souhaitant partager un espace de vie. La commune de Masny offre un cadre paisible et verdoyant, idéal pour ceux qui cherchent un environnement calme. La résidence propose des appartements meublés et équipés, avec des services tels que des charges comprenant une provision pour la taxe d'enlèvement des ordures ménagères.",Nord (59),https://agesetvie.com/maisons-partagees/hauts-de-france/nord-59,2026-01-15,personnes_agees
La Villa Nouvelle,Croix,59170,,"44 Rue de la Gare, 59170 Croix",+33 6 33 52 24 92,,https://www.villa-nouvelle.fr/,Habitat inclusif,habitat_partage,a_verifier,"La Villa Nouvelle est un habitat inclusif situé à Croix, dans le département du Nord. Cette maison familiale pour personnes âgées offre un cadre sécurisant pour une vie sereine. Géré par l'établissement La Villa Nouvelle, cet établissement accueille des personnes âgées qui souhaitent maintenir leur autonomie tout en bénéficiant d'un soutien et d'une compagnie. Les locataires partagent leur vie avec d'autres seniors tout en conservant leur intimité.",Nord (59),https://www.villa-nouvelle.fr/,2026-01-15,personnes_agees
Béguinage Les Boutons d'Or - FLORALYS,Lambres-Lez-Douai,59552,FLORALYS,169 Rue Paul,,,https://floralys.com/beguinages/,Béguinage,logement_independant,non_eligible,"Béguinage Les Boutons d'Or - FLORALYS est un établissement situé à Lambres-Lez-Douai, dans le département du Nord. Il s'agit d'un béguinage, un type d'habitat qui permet aux locataires de maintenir des liens avec leur environnement social habituel et de conserver les intervenants de leur choix. Géré par l'établissement Béguinage Les Boutons d'Or - FLORALYS, ce béguinage accueille des personnes âgées qui cherchent à conserver leur indépendance et leur autonomie.",Nord (59),https://www.papyhappy.fr/etablissement-beguinage/nord-59,2026-01-15,personnes_agees
Béguinage à Bondues,Bondues,59910,,2 Béguinage,03 20 25 94 94,,https://ville-bondues.fr/operations-de-constructions-de-logements,Béguinage,logement_independant,non_eligible,"Béguinage à Bondues est un établissement situé à Bondues, dans le département du Nord. Il s'agit d'un béguinage, un type d'établissement historique qui accueille des personnes en recherche de communauté et de spiritualité. Géré par l'établissement Béguinage à Bondues, ce lieu accueille des personnes qui cherchent à vivre en communauté et à partager des valeurs de solidarité et de fraternité. Le béguinage propose des logements et des espaces communs pour les résidents, ainsi que des activités et des services pour les aider à vivre en harmonie avec les autres.",Nord (59),https://www.beguinage-et-compagnie.fr/beguinage-habitats-senior-inclusif-beguinages/,2026-01-15,personnes_agees
Béguinage & Compagnie,Bondues,59910,,,,,https://www.beguinage-et-compagnie.fr/beguinage-habitats-senior-inclusif-beguinages/,Béguinage,logement_independant,non_eligible,"Béguinage & Compagnie est un établissement de type béguinage situé à Bondues, dans le département du Nord. Ce type d'hébergement est conçu pour accueillir des personnes âgées, en particulier celles qui nécessitent une assistance ou une aide pour leur quotidien. Géré par l'établissement Béguinage & Compagnie, ce béguinage est conçu pour répondre aux besoins spécifiques de ses résidents. Il s'agit d'un habitat inclusif qui propose un environnement convivial et sécurisé pour les personnes âgées.",Nord (59),https://www.beguinage-et-compagnie.fr/beguinage-habitats-senior-inclusif-beguinages/,2026-01-15,personnes_agees
ensemble2générations,Lille,59000,ensemble2générations,"37,, place du Maréchal leclerc",,,https://www.pappers.fr/entreprise/ensemble2generations-530271139,Habitat inclusif,habitat_partage,a_verifier,"L'ensemble2générations est un habitat inclusif situé à Lille (59000), dans le département du Nord. Il offre un environnement convivial et inclusif pour les personnes âgées et les jeunes. Géré par l'établissement ensemble2générations, l'ensemble2générations accueille des seniors disposant d'une chambre libre ainsi que des étudiants ou des jeunes travailleurs. L'association a pour objectif de mettre en relation ces deux publics pour résoudre les problèmes du logement des jeunes et de l'isolement des personnes âgées.",Nord (59),https://www.papyhappy.fr/etablissement-habitat-intergenerationnel/nord-59,2026-01-15,personnes_agees
Logements Inclusifs,Lomme,,Centre Hélène Borel,,,,https://www.centre-helene-borel.com/logements-inclusifs/,Habitat inclusif,habitat_partage,a_verifier,"Logements Inclusifs est un établissement d'hébergement inclusif situé à Lomme, dans le département du Nord. Il offre des logements autonomes adaptés pour les personnes en situation de handicap physique, leur permettant de vivre en dehors des institutions tout en bénéficiant des équipements, de la sécurité et des soins nécessaires. Géré par l'établissement Logements Inclusifs, ce centre accueille des personnes en situation de handicap physique et propose des logements adaptés à leurs besoins.",Nord (59),https://www.centre-helene-borel.com/logements-inclusifs/,2026-01-15,personnes_handicapees
Logement Tremplin vers la vie autonome®,Arleux,59151,Centre Hélène Borel,,,,https://www.centre-helene-borel.com/tremplin-pour-la-vie-autonome/,Habitat inclusif,habitat_partage,a_verifier,"Logement Tremplin vers la vie autonome est un habitat inclusif situé à Arleux, dans le département du Nord. Ce dispositif est géré par l'établissement Logement Tremplin vers la vie autonome. Ce centre propose une formation personnalisée pour aider les individus à acquérir des compétences pratiques et techniques, à gérer les risques et à optimiser leurs ressources financières, matérielles et humaines. La formation se déroule à la Résidence Service d'Arleux, un lieu 100% inclusif où les participants logent pendant la durée de leur formation.",Nord (59),https://www.centre-helene-borel.com/logements-inclusifs/,2026-01-15,personnes_handicapees
Le Pays,Roubaix,59100,La Sauvegarde du Nord,34 rue du Pays,03 74 49 26 98,lepays@lasauvegardedunord.fr,https://www.lasauvegardedunord.fr/dispositifs-etablissements/residence-seniors-le-pays/,Habitat inclusif,habitat_partage,a_verifier,"Le Pays est un habitat inclusif situé à Roubaix (59100), dans le département du Nord. Cette résidence séniors accueille des personnes âgées de plus de 60 ans, seules ou en couple, autonomes et souvent en situation de précarité sociale. Géré par La Sauvegarde du Nord, l'établissement propose un cadre de vie sécurisé, avec du lien social, sans pour autant quitter leur autonomie ou basculer dans un établissement médicalisé.",Nord (59),https://www.beguinage-et-compagnie.fr/co-creer-lhabitat-senior-de-demain/,2026-01-15,personnes_agees
Maison Delame,Valenciennes,59300,Watt'Home,21 boulevard Watteau,06 66 98 57 69,vincentdelauney@watt-home.fr,https://maison-delame.fr/,Habitat inclusif,habitat_partage,a_verifier,"Maison Delame est un établissement d'hébergement inclusif situé à Valenciennes (59300) dans le département du Nord. Il est géré par Watt'Home, une société expérimentée dans la gestion d'établissements pour personnes âgées. Maison Delame accueille 5 personnes âgées en perte d'autonomie (GIR 4), fatiguées et fragilisées par l'âge, mais qui ont encore une bonne partie de leurs facultés cognitives. Ces personnes sont accompagnées 24h sur 24 dans un habitat partagé en colocation, qui offre un équilibre entre la vie en famille et la sécurité d'un établissement.",Nord (59),https://maison-delame.fr/,2026-01-15,personnes_agees
Maison Mochez,Onnaing,59264,Watt'Home,,,,,Habitat inclusif,habitat_partage,a_verifier,"La Maison Mochez est un habitat inclusif situé à Onnaing, dans le département du Nord. Cette structure est gérée par l'établissement Maison Mochez et offre un environnement accueillant pour les personnes qui cherchent un logement adapté à leurs besoins. La Maison Mochez accueille des personnes qui cherchent un habitat inclusif, avec des services et des activités spécifiques conçus pour répondre à leurs besoins. Malheureusement, les informations disponibles ne permettent pas de préciser les services ou activités spécifiques proposés par l'établissement.",Nord (59),https://watt-home.fr/,2026-01-15,personnes_agees
Maison seniors Valenciennes - CetteFamille,Valenciennes,59300,CetteFamille,"6 Rue d'Oultreman, 59300 Valenciennes",+33 3 74 47 26 66,,https://www.cettefamille.com/habitats-partages/france/hauts-de-france/valenciennes/maison-seniors-valenciennes/,Maison d'accueil familial,habitat_partage,non_eligible,"Maison seniors Valenciennes - CetteFamille est une maison d'accueil familial située en plein centre ville de Valenciennes, dans le département du Nord. Cette maison partagée est conçue pour accueillir des personnes âgées souffrant de solitude et/ou en perte d'autonomie. Gérée par l'établissement Maison seniors Valenciennes - CetteFamille, cette maison accueille des seniors qui recherchent un lieu de vie familial, confortable, sécurisé et où ils se sentent libres comme chez eux. Les chambres sont meublées et disposent d'une superficie de 13m² à 17 m².",Nord (59),https://www.cettefamille.com/habitats-partages/france/hauts-de-france/valenciennes/maison-seniors-valenciennes/,2026-01-15,personnes_agees
La Joyeuse,Maubeuge,59600,Afeji Hauts-de-France,22 Rue Henri Sculfort,03 27 65 21 94,chrsmaubeuge@afeji.org,https://www.afeji.org/etablissement/centre-dhebergement-durgence-de-maubeuge/,Habitat inclusif,habitat_partage,a_verifier,"La Joyeuse est un habitat inclusif situé à Maubeuge (59600) dans le département du Nord. L'établissement propose un hébergement temporaire pour les personnes sans domicile fixe, les femmes victimes de violences conjugales et les familles les plus vulnérables. Géré par l'établissement La Joyeuse, ce centre d'hébergement d'urgence accueille des personnes en situation de précarité, avec un accueil inconditionnel et une prise en charge adaptée à leurs besoins. Le public accueilli comprend des personnes seules, des femmes victimes de violences conjugales et des familles vulnérables.",Nord (59),https://www.afeji.org/habitat-inclusif-la-joyeuse-un-nouveau-lieu-de-vie-a-maubeuge/,2026-01-15,personnes_agees
